        ?                fb[1]           x[1]            fb[2]           x[2]            fb[3]           x[3]           fb[4]            x[4]            fb[5]           x[5]            fb[6]           x[6]
        1       |          0        | 0         |          0        | 0         |          0        | 0         |          0        | 0         |          0        | 0         |          0        | 0
        2       |          0        | 0         |          0        | 0         |       0.02        | 1         |       0.02        | 0         |       0.02        | 0         |       0.02        | 0
        3       |          0        | 0         |        0.2        | 1         |        0.2        | 0         |        0.2        | 0         |        0.2        | 0         |        0.2        | 0
        4       |       0.12        | 1         |        0.2        | 1         |       0.22        | 1         |       0.22        | 0         |       0.22        | 0         |       0.22        | 0
        5       |       0.12        | 1         |      0.392        | 2         |      0.392        | 0         |       0.56        | 1         |       0.56        | 0         |       0.56        | 0
        6       |       0.12        | 1         |      0.392        | 2         |      0.412        | 1         |       0.58        | 1         |       0.58        | 0         |       0.58        | 0
        7       |     0.2328        | 2         |    0.57632        | 3         |    0.57632        | 0         |       0.76        | 1         |       0.76        | 0         |       0.76        | 0
        8       |     0.2328        | 2         |    0.57632        | 3         |    0.59632        | 1         |       0.78        | 1         |       0.78        | 0         |       0.78        | 0
        9       |     0.2328        | 2         |   0.753267        | 4         |   0.753267        | 0         |     1.0752        | 2         |     1.0752        | 0         |     1.0752        | 0
        10      |   0.338832        | 3         |   0.753267        | 4         |   0.773267        | 1         |     1.0952        | 2         |     1.0952        | 0         |     1.0952        | 0
        11      |   0.338832        | 3         |   0.923137        | 5         |   0.923137        | 0         |     1.2752        | 2         |     1.2752        | 0         |     1.2752        | 0
        12      |   0.338832        | 3         |   0.923137        | 5         |   0.943137        | 1         |     1.2952        | 2         |     1.2952        | 0         |     1.2952        | 0
        13      |   0.438502        | 4         |    1.08621        | 6         |    1.08621        | 0         |    1.54918        | 3         |    1.54918        | 0         |    1.54918        | 0
        14      |   0.438502        | 4         |    1.08621        | 6         |    1.10621        | 1         |    1.56918        | 3         |    1.56918        | 0         |     1.5752        | 1
        15      |   0.438502        | 4         |    1.24276        | 7         |    1.24276        | 0         |    1.74918        | 3         |    1.74918        | 0         |    1.74918        | 0
        16      |   0.532192        | 5         |    1.24276        | 7         |    1.26276        | 1         |    1.76918        | 3         |    1.76918        | 0         |     1.7752        | 1
        17      |   0.532192        | 5         |    1.39305        | 8         |    1.39305        | 0         |    1.98525        | 4         |    1.98525        | 0         |    1.98525        | 0
        18      |   0.532192        | 5         |    1.39305        | 8         |    1.41305        | 1         |    2.00525        | 4         |    2.00525        | 0         |    2.04918        | 1
        19      |    0.62026        | 6         |    1.53733        | 9         |    1.53733        | 0         |    2.18525        | 4         |    2.18525        | 0         |    2.18525        | 0
        20      |    0.62026        | 6         |    1.53733        | 9         |    1.55733        | 1         |    2.20525        | 4         |    2.20525        | 0         |    2.24918        | 1
        21      |    0.62026        | 6         |    1.67584        | 10        |    1.67584        | 0         |    2.38643        | 5         |    2.38643        | 0         |    2.38643        | 0
        22      |   0.703045        | 7         |    1.67584        | 10        |    1.69584        | 1         |    2.40643        | 5         |    2.40643        | 0         |    2.48525        | 1
        23      |   0.703045        | 7         |     1.8088        | 11        |     1.8088        | 0         |    2.58643        | 5         |    2.58643        | 0         |    2.58643        | 0
        24      |   0.703045        | 7         |     1.8088        | 11        |     1.8288        | 1         |    2.60643        | 5         |    2.60643        | 0         |    2.68525        | 1
        25      |   0.780862        | 8         |    1.93645        | 12        |    1.93645        | 0         |    2.77843        | 5         |    2.77843        | 0         |    2.77843        | 0
        26      |   0.780862        | 8         |    1.93645        | 12        |    1.95645        | 1         |    2.79843        | 5         |    2.79843        | 0         |    2.88643        | 1
        27      |   0.780862        | 8         |    2.05899        | 13        |    2.05899        | 0         |    2.96275        | 5         |    2.96275        | 0         |    2.96275        | 0
        28      |    0.85401        | 9         |    2.05899        | 13        |    2.07899        | 1         |    2.98275        | 5         |    2.98275        | 0         |    3.08643        | 1
        29      |    0.85401        | 9         |    2.17663        | 14        |    2.17663        | 0         |    3.14751        | 6         |    3.14751        | 0         |    3.14751        | 0
        30      |    0.85401        | 9         |    2.17899        | 13        |    2.19663        | 1         |    3.16751        | 6         |    3.16751        | 0         |    3.27843        | 1
        31      |    0.92277        | 10        |    2.28957        | 15        |    2.28957        | 0         |    3.33183        | 6         |    3.33183        | 0         |    3.33643        | 2
        32      |    0.92277        | 10        |    2.29663        | 14        |    2.30957        | 1         |    3.35183        | 6         |    3.35183        | 0         |    3.46275        | 1
        33      |    0.92277        | 10        |    2.39799        | 16        |    2.39799        | 0         |    3.50878        | 6         |    3.50878        | 0         |    3.53643        | 2
        34      |   0.987404        | 11        |    2.40957        | 15        |    2.41799        | 1         |    3.52878        | 6         |    3.52878        | 0         |    3.64751        | 1
        35      |   0.987404        | 11        |    2.50207        | 17        |    2.50207        | 0         |    3.67865        | 6         |    3.67865        | 0         |    3.72843        | 2
        36      |   0.987404        | 11        |    2.51799        | 16        |    2.52207        | 1         |    3.69865        | 6         |    3.69865        | 0         |    3.83183        | 1
        37      |    1.04816        | 12        |    2.60198        | 18        |    2.60198        | 0         |    3.84834        | 7         |    3.84834        | 0         |    3.91275        | 2
        38      |    1.04816        | 12        |    2.62207        | 17        |    2.62207        | 0         |    3.86834        | 7         |    3.86834        | 0         |    4.00878        | 1
        39      |    1.04816        | 12        |     2.6979        | 19        |     2.6979        | 0         |    4.01821        | 7         |    4.01821        | 0         |    4.09751        | 2
        40      |    1.10527        | 13        |    2.72198        | 18        |    2.72198        | 0         |    4.03821        | 7         |    4.03821        | 0         |    4.17865        | 1
        41      |    1.10527        | 13        |    2.78999        | 20        |    2.78999        | 0         |    4.18128        | 7         |    4.18128        | 0         |    4.28183        | 2
        42      |    1.10527        | 13        |     2.8179        | 19        |     2.8179        | 0         |    4.20128        | 7         |    4.20128        | 0         |    4.34834        | 1
        43      |    1.15895        | 14        |    2.87839        | 21        |    2.87839        | 0         |    4.33784        | 7         |    4.33784        | 0         |    4.45878        | 2
        44      |    1.15895        | 14        |    2.90999        | 20        |    2.90999        | 0         |    4.35784        | 7         |    4.35784        | 0         |    4.51821        | 1
        45      |    1.15895        | 14        |    2.96325        | 22        |    2.96325        | 0         |    4.49368        | 8         |    4.49368        | 0         |    4.62865        | 2
        46      |    1.20942        | 15        |    2.99839        | 21        |    2.99839        | 0         |    4.51368        | 8         |    4.51368        | 0         |    4.68683        | 3
        47      |    1.20942        | 15        |    3.04472        | 23        |    3.04472        | 0         |    4.65023        | 8         |    4.65023        | 0         |    4.79834        | 2
        48      |    1.20942        | 15        |    3.08325        | 22        |    3.08325        | 0         |    4.67023        | 8         |    4.67023        | 0         |    4.86378        | 3
        49      |    1.25685        | 16        |    3.12293        | 24        |    3.12293        | 0         |    4.80052        | 8         |    4.80052        | 0         |    4.96821        | 2
        50      |    1.25685        | 16        |    3.16472        | 23        |    3.16472        | 0         |    4.82052        | 8         |    4.82052        | 0         |    5.03365        | 3
        51      |    1.25685        | 16        |    3.19802        | 25        |    3.19802        | 0         |     4.9448        | 8         |     4.9448        | 0         |    5.13128        | 2
